apr 28 22:59:51 <__adrian>	tml  is kinda is.
apr 28 23:19:05 <ijoshuahd>	shuffle() affects the position of my arrays
apr 28 23:19:06 <dietdrk>	my bad. what was the concern?
apr 28 23:19:22 <tml>	ijoshuahd: what makes you think array_rand() isn't random?
apr 28 23:19:26 <ijoshuahd>	i just want an alternative to array_rand()
apr 28 23:19:45 <dietdrk>	copy the array, shuffle it, shift it, unset it?
apr 28 23:19:59 <ijoshuahd>	for example. array(1,2,3,4,5) it only chooses 2,4,5 repeatedly
apr 28 23:21:00 <__adrian>	ijoshuahd  "random" is not what you might imagine is "random"
apr 28 23:21:11 <tml>	ijoshuahd: really? http://codepad.viper-7.com/jrpbsm
apr 28 23:21:37 <dietdrk>	https://eval.in/320183
apr 28 23:21:41 <ijoshuahd>	tml yes in my var_dump
apr 28 23:21:47 <ijoshuahd>	its not effective.
apr 28 23:22:00 <dietdrk>	array_rand() seems to be a very cool function.
apr 28 23:22:11 <__adrian>	you won't get an even-ish distribution until you take a very significant number of samples
apr 28 23:22:57 <dietdrk>	hah. the eval.in link will give the same result every time. viper recalculates each pageload?
apr 28 23:23:23 <tml>	ijoshuahd: http://codepad.viper-7.com/81sj1l - seems a fairly even distribution to me
apr 28 23:23:26 <ijoshuahd>	how about : array_values($a)[mt_rand(0, count($a) - 1)] ?
apr 28 23:24:05 <__adrian>	ijoshuahd  (1)why?  (2) are all the arrays in question dense lists?
apr 28 23:24:12 <tml>	ijoshuahd: well, that's more or less what array_rand() does under the covers, so i wouldn't expect it to get much better resultes
apr 28 23:24:17 <tml>	s/tes$/ts/
apr 28 23:24:45 <ijoshuahd>	i actually doing a php plugin for pocketmine
apr 28 23:24:56 <ijoshuahd>	its an mcpe server software
apr 28 23:25:16 <ijoshuahd>	im trying to randomize stuff inside a chest
apr 28 23:25:18 <dietdrk>	tml: why did you set it up that way with 2 foreach? why not a for($a=0;$a<=1mil;$a++){...}?
apr 28 23:26:12 <tml>	dietdrk: in case a cache line somewhere was being stubborn
apr 28 23:26:20 <dietdrk>	you mean because of the site or because of underlying php?
apr 28 23:26:23 <tml>	as for why not using a for loop, foreach is so much easier to write and reason about, i pretty much never do a for loop
apr 28 23:26:39 <tml>	dietdrk: i mean because of things like opcode caching
apr 28 23:26:42 <ijoshuahd>	oh well ...
apr 28 23:27:10 <dietdrk>	very interesting.
apr 28 23:27:26 <tml>	ijoshuahd: just run array_rand() more times, and only save every <n>th run.
apr 28 23:27:39 <tml>	ijoshuahd: it'll almost certainly normalize over larger runs
apr 28 23:28:01 <dietdrk>	it relies on the mersenne twist?
apr 28 23:28:50 <tml>	dietdrk: depends on what php_rand() comes out to on your system
apr 28 23:29:04 <dietdrk>	i'm reading about it now o.o
apr 28 23:29:13 <dietdrk>	it's interesting, but a little to ddep for what i should be doing now.
apr 28 23:30:17 <dietdrk>	my business site doesn't rely heavily on rand(), and when i need a token it's  bin2hex(openssl_random_pseudo_bytes(16))
apr 28 23:30:28 <tml>	i'd love it if we could stub out php_rand to mt_rand in a future release, but too many people rely on those creaky old lcgs
apr 28 23:30:43 <tml>	dietdrk: wow - that's incredibly expensive
apr 28 23:30:53 <dietdrk>	only for email tokens
apr 28 23:30:59 <tml>	where did people get this idea that they need csprngs for tokens?
apr 28 23:31:43 <tml>	dietdrk: openssl_random_pseudo_bytes() is one of the most expensive prngs in php
apr 28 23:31:43 <dietdrk>	forgot password. $_get['token']. i'm not sure
apr 28 23:31:43 <tml>	use a uuid
apr 28 23:31:44 <dietdrk>	uniqid()?
apr 28 23:31:44 <tml>	cheaper and just as hard to predict
apr 28 23:31:44 <tml>	no
apr 28 23:31:44 <tml>	uuid
apr 28 23:31:55 <dietdrk>	googled php uuid and got uniqid
apr 28 23:32:08 <dietdrk>	http://stackoverflow.com/questions/2040240/php-function-to-generate-v4-uuid ?
apr 28 23:32:26 <tml>	dietdrk: http://en.wikipedia.org/wiki/universally_unique_identifier
apr 28 23:33:02 <tml>	dietdrk: could be - i personally haven't reviewed that answer for compliance with the dce, but it looks strong enough in practice
apr 28 23:35:29 <dietdrk>	http://codepad.viper-7.com/y0ofvr
apr 28 23:36:38 <dietdrk>	but i believe that it could be very heavy
apr 28 23:38:14 <tml>	dietdrk: http://stackoverflow.com/questions/1940168/openssl-random-pseudo-bytes-is-slow-php
apr 28 23:39:15 <tml>	it's not strictly a windows problem, but it's certainly more exacerbated there
apr 28 23:39:20 <dietdrk>	sounds like a good thing to bring up to mdev
apr 28 23:39:28 <tml>	why?
apr 28 23:39:41 <tml>	in most cases, you don't actually need cs-strong numbers
apr 28 23:39:48 <tml>	you just want something difficult to guess
apr 28 23:39:49 <dietdrk>	he insists on running php on his local windows machine, then uploading to linux vm.
apr 28 23:39:56 <dietdrk>	interesting to learn about the differences
apr 28 23:40:15 <tml>	yeah, i don't care to discuss things like that.
apr 28 23:40:28 <xyphoid>	is there any need to start that up again
apr 28 23:40:48 <tml>	no
apr 28 23:40:52 <dietdrk>	i only mention it because he's not here, and i had no idea about the differences between php on different os
apr 28 23:40:55 <tml>	mdev isn't even here, anyway
apr 28 23:48:30 <davidmemo>	hi
<xreal>	is there an alternative to codeviber? it seems down again
<xreal>	ah, works now
<xreal>	pff... maaany websites say, isset() would be faster than in_array. that's crap. http://codepad.viper-7.com/2rzlja
<tml>	codeviber?
<xreal>	tml: codepad + viber = codeviber :)
<tml>	what is "viber"?
<tml>	xreal: you're charging isset() for the cost of $numbers = array_flip($numbers);
<woet>	xreal: err, you don't run benchmarks on a single iteration (or 3 in your case)
<woet>	xreal: http://codepad.viper-7.com/hxnxim
<woet>	isset is way faster.
<xreal>	viper... oh my
<xreal>	tml: do you have an explaination for the thing i found ?
<tml>	xreal: what thing?
<xreal>	woet: codepad is just an example, i'm running them on my system with > 100.000 entries in a loop with $i=500 :)
<xreal>	tml: yeah, but all the website writing isset() would be faster also need to use array_flip() or a foreach-loop.
<xreal>	tml: so array_flip() also needs to be measured.
<tml>	no they wouldn't
<tml>	they'd just create the array in the order they want it to begin with
<tml>	you don't construct the array the opposite of what you want to check and then flip it
<tml>	you construct the array in a way that conforms to how you will be testing for membership
<xreal>	tml: nope, check this for example: http://nickology.com/2012/07/03/php-faster-array-lookup-than-using-in_array/
<xreal>	tml: and tons of code on stackoverflow doing the same thing.
<xreal>	so, isset() is *only* faster when creating an array, which fit.
<xreal>	as soon, as you'd need an array_flip(), in_array() is faster.
<xreal>	tml: they also doesn't.
<woet>	xreal: and i already showed you you're wrong.
<tml>	xreal: yes, if you read somewher ethat said "array_flip() + isset() is faster than in_array()", that'd be wrong
<tml>	xreal: if you read the article you linked, he doesn't say that he's measuring the foreach loop - just the isset() operation
<tml>	presumably, if you know in advance you're going to do isset(), you'd construct your array that way
<tml>	i have no idea what "they also doesn't" means
<du>	is there a way to make try/catch not trip up on notice/warnings?
<tml>	du: what do you mean?
<ss23>	du: no, they're seperate mechanisms. write your code such that it doesn't cause errors/warnings and throw exceptions instead i guess
<xreal>	woet: you didn't put $numbers = array_flip($numbers); to the time measurement.
<xreal>	woet: ok, you're right.,
<du>	for some context, i installed a magento extension that doesn't thoroughly intialize variables. so the notifications are seeming to be caught by magento's error handling, which i'm assuming is trycatch/ the whole system grinds to a screerching halt
<woet>	xreal: doesn't make a difference.
<woet>	and not relevant to "maaany websites say, isset() would be faster than in_array. that's crap."
<tml>	du: i don't know anything about magento, but it's not normal to pass notice and warning messages through an exception handler
<xyphoid>	custom error handling for notices isn't try/catch
<xyphoid>	it's a custom error handler
<xyphoid>	iirc if you turn off developer mode mage won't stop on notice, but you probably want to fix the notices
<xyphoid>	unless you like your magento logs filling up
<du>	right, i need errors on in development
<du>	so i can't turn them completely off. but if i turn off errors, it works
<du>	okay, that's as good enough of an answer for me. thanks fellas.
<xyphoid>	also patch your magento, hah
<gagalicious>	i would like to call redis delete on my php script. because deletion is very slow, how do i make an "async call" to the redis function without installing modules / extentins or switching to another php variant?
<woet>	store it into a database/queue like rabbitmq
<woet>	and then run a worker or cronjob that deletes it for you
<du>	in magento: "if you write something that raises an error or a warning during developer, execution will halt and you’ll be forced to fix it."
<__adrian>	it's true.  they come in and chain you to the desk.
<gagalicious>	i would like it to be deleted immediately i just dont want my php script to wait. any other alternatives?
<woet>	gagalicious: err, async is the opposite of "deleted immediately"
<gagalicious>	yeah :)
<gagalicious>	sorry then...
<gagalicious>	i would like the call to be async. that's all :) but i won't want anything additional like rabbitmq
<woet>	why not?
<gagalicious>	i like curl init... setting... but
<__adrian>	du  do you have a question?
<gagalicious>	is there one for redis call?
<gagalicious>	why not... because my server is already hogging a lot of mem resources and cpu
<gagalicious>	i wont want another additional thread for process...
<__adrian>	du maybe  /join #magento ?
<woet>	gagalicious: there is no way to do it without another thread.
<gagalicious>	woet : yes. but i dont want to have another program running in the background
<woet>	gagalicious: then you can't do it.
<gagalicious>	ok i can have another program running background.. like curl init to call something remotely
<__adrian>	gagalicious, your question is _all_ over the place.  can you explain it clearly, and briefly?
<__adrian>	what do you want to solve?
<gagalicious>	hdel from redis is deleting too slowly... i dont want it to return anything from my php script
<gagalicious>	i would like to call hdel "asynchronously"
<__adrian>	use a message queue.  like gearman.
<gagalicious>	i dont want another program. coz i have too many on my server and it will be too resource hogging
<woet>	__adrian: he wants async without another application, module or extension
<__adrian>	then don't. wait for it to finish in your php script.
<woet>	already told him he can't
<gagalicious>	for example... curl init... calls a remote url and forget it immediately... sort of like async to me. i would like to have something like that other than curl init... deos anyone have another alternative for calling hdel of redis?
<gagalicious>	does that mean, maybe i should stick with curl init?
<__adrian>	gagalicious  curl'ing your own server will be a much bigger waste.
<gagalicious>	use curl init to call my script
<gagalicious>	but it will be very quick
<gagalicious>	coz... it just calls and forget
<__adrian>	i really don't think you have the problems you think you have.
<__adrian>	but if you do, i really don't think this is the cause.
<__adrian>	honestly, look into gearman or rabbitmq or something.  they're not hogs.
<gagalicious>	hmm.... oh well :i thanks
<du>	__adrian: yes, i asked it prior to your comment. my statement was a follow up to it.
<du>	thanks though, bro!
<joe128>	are oracle or zend certifications good to get a first php job out of college
<__adrian>	du  your error reporting question?
<__adrian>	did you get your answer
<cojabo>	joe128: honestly, ive never even seen them mentioned
<asteele>	i dont think so joe128
<asteele>	you dont need any kind of certifications to be a junior php developer
<asteele>	or a senior one for that matter
<ackpacket>	someone was trying to tell me earlier that if url-encoding things can make them unrecognizable to a filter for bad input... i thought $_get was populated with everything already url decoded though.  right?
<cojabo>	ackpacket: the filter operates at a lower level than that. that's a lot of why they're pretty useless.
<ackpacket>	cojabo: you're telling me that if i do preg_match ( "..." , $_get [ 'username' ]), it is going to examine the url-encoded version of username?
<cojabo>	..wat?
<cojabo>	ackpacket: they were likely refering to a waf, not php
<ackpacket>	they were referring to php
<ackpacket>	had it up to here with this lecturer.  no preparation, none
<cojabo>	then that was plain wrong, and they were probably thinking of a waf.
<ackpacket>	cojabo: check out slides 39-43:  https://inst.eecs.berkeley.edu/~cs161/sp15/slides/lec13-web-vul-1.pdf
<dietdrk>	damn that's painful to read
<dietdrk>	but he's just making a point.
<ackpacket>	hmm?
<ackpacket>	she*
<cojabo>	ackpacket: damn, that is hilariously wrong
<dietdrk>	but terribly.
<ackpacket>	if you were referring to the lecturer that is
<dietdrk>	that is like worst practices
<cojabo>	ackpacket: berkeley even? that's pretty sad.
<ackpacket>	dietdrk: every time i see something like this, and it doesn't jive with previous knowledge, it is a tax on me
<cojabo>	i'd demand a refund rofl
<ackpacket>	cojabo: well don't get me wrong, the tas and other material are utterly fan-tastic
<ackpacket>	worth every penny
<ackpacket>	this is the only lecturer i've ever seen this with
<cojabo>	that lecturer is a moron.
<ackpacket>	she's new, and was hired for her field work not her lecturing ability
<ackpacket>	i have an inkline that she's borrowing slides though
<dietdrk>	it seems like php isn't a big part of that class
<ackpacket>	*inkling
<ackpacket>	dietdrk: eh... about 2%
<cojabo>	ackpacket: the concepts employed there are nothing short of retarded.. it's "sanitizing" by assigning to superglobals.. wtf
<cojabo>	ackpacket: doesn't even seem to mention the modern apis or the correct way to do any of that.
<ackpacket>	cojabo: it does mention parameterized statements at some point
<dietdrk>	i'm looking through homeworks of previous classes.
<dietdrk>	this class is about as legit as ceh cert
<ackpacket>	i believe it's a survey course
<ackpacket>	there are two other lecturers though that do an amazing job with the same course.  one of them with a very heavy emphasis on crypto which i enjoy
<dietdrk>	anyways. lame php in there with vastly outdated and awkward processes
<dietdrk>	good luck on your course
<ackpacket>	thanks for clearing this up for me.  knew it smelled funny...
<cojabo>	ackpacket: some of those are pretty risky, as it makes it impossible to identify which parameters are unsanitized.. it takes effort to be that bad xd
<ackpacket>	well she was showing the wrong way to do things
<ackpacket>	it's billed as a weaker technique
<ackpacket>	so i give her some credit
<cojabo>	i've actually never seen a way that wrong before
<ackpacket>	the caliper of student there is usually able to really grasp the important takeaways:  what works, what doesn't, etc.
<cojabo>	and i've seen some impressively bad code
<ackpacket>	it's not like anyone takes the security course to learn that "this technique, on this system, in this context, does this"
<dietdrk>	#security and #crypto are good
<dietdrk>	or honestly, so many online courses to go deeper in
<cojabo>	##security and ##crypto
<dietdrk>	thanks for clearing up the confusion
<cojabo>	for some reason, the single-# channels of those don't redirect
<dietdrk>	sure they do
<cojabo>	maybe they fixed it now..
<dietdrk>	thanks for clearing that up
<drose379>	hey guys, im iterating over a directory with images using directoryiterator
<drose379>	now im using foreach and getting the file name of each image in the direcotry
<drose379>	im trying to get the size of each image
<drose379>	i tried file_get_contents
<ackpacket>	which channel would any of you reason is a good one for discussing same origin policy of cookies?
<drose379>	but cant figure it out, anythinga?
<ackpacket>	drose379: minimum test-case would help, a gist or something
<dietdrk>	getting filesize?
<drose379>	dietdrk
<drose379>	yeah, im trying to get the image at least
<dietdrk>	image size?
<drose379>	yeah
<dietdrk>	http://php.net/manual/en/function.getimagesize.php
<drose379>	i know that, but whenever i pass the path into that i am left with nothing
<dietdrk>	requires gd
<drose379>	gd?
<spronk2>	anyone familiar with mockery, and know whether you can require that a particular method gets called with different values?
<dietdrk>	error_reporting(e_all); ini_set('display_errors', '1');
<dietdrk>	put that at the top of your php file
<drose379>	but how do i get the file from the path in the first place
<dietdrk>	look carefully
<drose379>	?
<meir`>	off-topic html question: what's your perfect to make a little square with definition next to it (i need it for color legend)
<dietdrk>	$filepath=''
<meir`>	your perfect approach*
<dietdrk>	meir`: #design, #html, #css
<matviy>	my php folder has php.ini-development and php.ini-production, which one is being used by default?
<meir`>	thanks dietdrk, hope they're as active as here :)
<dietdrk>	#html just helped me out with a few questions.
<matviy>	changing the [date] in either one doesn't seem to work
<dietdrk>	meir`: are you talking about an icon?
<drose379>	dietdrk if i have the file path can i pass it to getimagesize
<dietdrk>	drose379: great
<drose379>	that was a question
<drose379>	:)
<dietdrk>	try it and see
<drose379>	does not work dietdrk
<dietdrk>	'does not work' is not enough for me to help you more
<drose379>	doesnt echo out anything
<dietdrk>	check /var/log/apache2/error.log
<drose379>	i dont think my server has one
<drose379>	actually, one sec
<dietdrk>	you're making it very hard to help you.
<rajlaksh>	he is using pc
<rajlaksh>	so it is not linux
<dietdrk>	i can't help with that
<drose379>	no im using linuz
<drose379>	linux
<dietdrk>	rajlaksh: thanks for speaking up for him
<dietdrk>	reminds me of this one time someone asked how much my car was and the passenger who i knew for less than a week answered for me and was off by a factor of 2.
<drose379>	lol
<rajlaksh>	i can help with apache + php :)
<rajlaksh>	but i'm nginx user
<dietdrk>	and a terrible psychic
<rajlaksh>	i will give you a php file it will check if gd is enable or not
<dietdrk>	phpinfo(); ?
<dietdrk>	it'll tell you there.
<rajlaksh>	nope
<dietdrk>	<?php phpinfo(); ?> <---- that will tell you if gd is enabled.
<rajlaksh>	yeah but my friend script will tell gd suported what
<rajlaksh>	!paste
<dietdrk>	uh-huh
<rajlaksh>	that command does not exists here
<rajlaksh>	http://kopy.io/asixu
<dietdrk>	dude... are you kidding me?
<rajlaksh>	nope.
<rajlaksh>	output will be http://fs2.directupload.net/images/150429/b3tgrsv2.png
<rajlaksh>	that is cool script
<rajlaksh>	apache path is /var/log/apache/error.log
<dietdrk>	echoing out pure html
<drose379>	why would getimagesize return an array
<dietdrk>	are there not 2 dimensions?
<rajlaksh>	it will give width , height
<drose379>	ohhh
<drose379>	i thought it was filesize
<dietdrk>	...
<rajlaksh>	list($width, $height) = getimagesize('path_to_image');
<drose379>	thanks for the help guys
<spronk2>	mockery experts? anyone? can you inspect call history?
<ss23>	not to help you! :o
<sorabji>	what are you trying to do spronk2 ?
<spronk2>	i need to ensure that a particular method, that gets called twice, is called with different arguments each time
<dietdrk>	what is 'mockery' ?
<spronk2>	docs.mockery.io
<spronk2>	mocking lib
<spronk2>	i could do this with sinon.js by just inspecting the calls
<spronk2>	no? :(
<spronk2>	ss23 is evil
<sorabji>	spronk2: http://stackoverflow.com/questions/5988616/phpunit-mock-method-multiple-calls-with-different-arguments
<spronk2>	yeah
<spronk2>	i tried a callback approach
<sorabji>	you're looking for the third answer
<morfin>	hello
<morfin>	i don't understand why that does not work hmm
<morfin>	$result = $dbh->pgsqlcopyfromfile("operators",$operators_filename,";","",'"softphone","name","login"');
<morfin>	it just return false to me
<morfin>	i checked out that function sources and hm
<morfin>	that function seems to be not working
<garrettw>	quick question. is it valid syntax to do: $obj->$propname = $val;
<garrettw>	i thought it was but it seems to not be working
<fleetfox>	$obj->{$propname} = $val
<garrettw>	so why would braces be necessary there?
<morfin>	it's valid without bracers
<morfin>	i checked that
<morfin>	but if name is not valid it would not work
<garrettw>	well i can retrieve the value just fine that way, but can't seem to set it
<garrettw>	oh well, maybe the problem is in my __set()
<fleetfox>	http://3v4l.org/tz3gc
<fleetfox>	..
<garrettw>	ah, it was in __set(). a bit of bad logic. cheers :)
<raxbg>	hi, can i create a new context in php? i mean i need to load a system in another system, but i do not want them to interfere. but i still want them to be able to talk to each other. is this possible?
<morfin>	so
<raxbg>	morfin: did you mean "no"?
<devt204>	is it possible to develop a web music player with audio filter (equalizer) capabilities with html 5 /php ?
<raxbg>	devt204: you dont need php for this
<fleetfox>	raxbg: define context
<fleetfox>	you can run multiple interperters / pools
<raxbg>	fleetfox: context in the way it is being used in the pthreads documentation.
<raxbg>	yes, that is what i need
<raxbg>	how can i do this?
<fleetfox>	i don't know nothing about threading, sorry
<devt204>	raxbg is it possible with html5/js
<fleetfox>	and my advice would be to look for something else
<raxbg>	multiple interpreters / polls is what i need
<raxbg>	fleetfox: can you enlighten me how to do this?
<cluelessperson>	hi all. :/
<fleetfox>	raxbg: are you doing threading?
<raxbg>	devt204: yes, that's all you need. read about the webaudio javascript api
<raxbg>	fleetfox: i have done in another project, this one will not have threading
<fleetfox>	well i'm confused why you mention pthreads then
<fleetfox>	you can run multiple fpm-pools or something if you want process isolation
<raxbg>	because the you asked me to define context
<fleetfox>	and you will have to use messaging to communicate if you want
<fleetfox>	why you want the isolation?
<raxbg>	fleetfox: i was looking for something built-in as this will be product used in various environments, which i have no control over
<raxbg>	fleetfox: the systems are not designed to work together, and there are a lot of constants and functions with the same names
<raxbg>	fleetfox: i was looking for a shortcut, to make them work together and stable, but i guess its not gonna be that easy
<phil-work>	raxbg, is this a web application?
<fleetfox>	i'm not getting the work together part
<raxbg>	phil-work: yes, why?
<phil-work>	raxbg, sounds like you need to implement an api and run them as (micro)services
<fleetfox>	for reproducable env, and isolation use containerization
<raxbg>	fleetfox: each one should have access to the other's methods
<phil-work>	your thought process seems to stem a lot from long running applications such as daemons where the problem domain is much larger
<fleetfox>	raxbg: phil-work is right, you can't just call into codbase of different service
<fleetfox>	either expose an api endpoint, or use messaging
<raxbg>	i will probaly end-up doing this, i was just looking for a faster way...
<fleetfox>	there is no faster way
<raxbg>	sadness
<raxbg>	:(
<raxbg>	recently i am starting to find php lacking a lot of functionality it should have :d
<fleetfox>	your problem has nothing to do with php
<raxbg>	it has been around for so many years
<fleetfox>	in every other language i know it would be solved same way
<raxbg>	if there was a way to create a new parser instance for example, it would have been a lot simpler
<fleetfox>	and how you imagine talking with it
<fleetfox>	without defining an inteface
<fleetfox>	or ar you expecting http://en.wikipedia.org/wiki/actor_model
<fleetfox>	form php?
<fleetfox>	from*
<raxbg>	simple - just load it to a point where it starts a server and starts listening on it, then just tell it what function to call, give it parameters and it should return the result in json :d
<phil-work>	so, an api
<raxbg>	but a small one
<fleetfox>	even in langauges, with actor model, you have to define the interface
<raxbg>	a single method maybe
<fleetfox>	raxbg: look at zermq
<morfin>	anybody why pdo function loading from file does not work?
<phil-work>	raxbg, technically you can make an api (webservices or otherwise) that allows you to pass the function and params without much hassle
<raxbg>	fleetfox: zeromq needs to be installed on the server
<phil-work>	not that it sounds like a great idea... but also calling a method isn't a trivial task when other objects need to be passed to it
<raxbg>	phil-work: yeah, i know
<fleetfox>	raxbg: it has, if you don't want external dependencies your only solution is http interface
<raxbg>	fleetfox: wouldn't it be an overkill to make an http request to self multiple time in a single request to one of the apps?
<raxbg>	i guess i will have to take the time and just do a propper connector or something :d
<fleetfox>	raxbg: that's why i suggested message queue
<phil-work>	raxbg, that's the concept of soa and microservices
<phil-work>	there's pros and cons to every architecture
<raxbg>	if the servers where this monster will run were under my control, it would have been much easier. thing is that this should be realsed as a publicly available software and people with all kind of setups in shared hostings will be downloading it :(
<raxbg>	i cannot afford using message queues for example
<raxbg>	even spawning processes is not a good idea :(
<phil-work>	sounds like you're condemned to creating a monolithic monster
<raxbg>	cause it will not work for a great deal of users
<phil-work>	in which case, you have no choice other than to bootstrap one code into the other and resolve conflicts by namespacing one of them
<raxbg>	a man's got to do a ma's got to do...
<fleetfox>	raxbg: you can release a vagrant or docker image and install dependencies requried
<fleetfox>	every other sane person does that
<raxbg>	hahahaha, if only i had that option...
<raxbg>	i am just making the thing happen, the requirements do not allow a docker instance
<fleetfox>	well forcing yourself into env constraints leads to shitty product
<fleetfox>	good luck
<raxbg>	thank you, it will be painful :(
<bittarman>	raxbg, if you want to use queueing, then look at how drupal / magento etc provide a queue which can be used without software being installed
<bittarman>	which uses multiple levels of degredation
<bittarman>	either runs queue in a shutdown function at end of request, or through a crontab script.
<fleetfox>	:d
<bittarman>	this is not a problem which has not been solved before, take a look at the existing implementations for inspiration.
<phil-work>	shutdown function is an interesting concept
<bittarman>	(both allow you to upgrade to a proper message queue btw)
<phil-work>	is it possible to trick the browser into thinking it's fully rendered whilst still having the shutdown function running?
<raxbg>	phil-work: depends on the server setup
<bittarman>	phil-work, yes, flush();
<bittarman>	and ignore_user_abort
<raxbg>	if you are running php as an apache module, you can usually flush the rendered content and the browser will render what you have sent ot it
<bittarman>	raxbg, you can do it with basically any sapi.
<fleetfox>	i'd just stick with the cron..
<raxbg>	i am considering the shutdown function approach, but have to think about it a bit more
<phil-work>	i'm struggling with the concept a little, probably because i don't fully understand the relationship between the httpd and php-fpm
<raxbg>	because widgets from the second system will have to be rendered in the first one
<bittarman>	raxbg, just look at the implementations which already exist before making your own wheel.
<phil-work>	presumably the browser knows a http response has ended when response bytes = content-length
<bittarman>	phil-work, actually, the browser is more interested in </html>
<tinodidriksen>	responses don't usually send content-length. they use chunked encoding.
<phil-work>	oh?
<raxbg>	bittarman: but if the bytes != content-length the tab will probably stay spinning like it is waiting for more content
<bittarman>	raxbg, you can be pretty sure content-length is not being sent.
<raxbg>	if chunked is used - yes
<bittarman>	because, unless you set it, its not going to be set.
<raxbg>	hm
<bittarman>	*for your php requests
<raxbg>	ok
<phil-work>	looking at a fairly standard nginx + php-fpm setup we run
<phil-work>	response has content-length
<bittarman>	thats fairly unusual
<tinodidriksen>	if you have output buffering on, that'll happen.
<phil-work>	i think the framework output buffers, so that makes sense
<bittarman>	ooh, didn't realise it set headers when using output buffering....
<bittarman>	thats...scary
<tinodidriksen>	content-length is an optimization. with 100% buffered output, why would it not just set it?
<morfin>	well i just screwed up
<morfin>	my fields was not ordered properly
<raxbg>	morfin: congrats :)
<phil-work>	got magento+nginx+php-fpm sending it too
